1.80    0.243   0.341   0.138350
2.00    0.009   0.349   0.090632
2.20    -0.321  0.378   0.068118
2.25    -0.232  0.358   0.072163
2.30    -0.299  0.355   0.082532
2.35    -0.383  0.367   0.061200
2.40    -0.420  0.368   0.078067
2.45    -0.570  0.373   0.084205
2.50    -0.571  0.361   0.074017
2.55    -0.381  0.341   0.064769
2.60    -0.523  0.354   0.091824
2.80    -0.608  0.333   0.087984
